img_path,LT_lat,LT_lon,RB_lat,RB_lon,lon,lat,patch_width,patch_height,region_name,friendly-name,e_utm,n_utm,zone_utm,place_id,uav_to_nearest_sat_m,uav_to_second_sat_m,nearest_sats_pair_distance_m
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_340055__24_665697552083333__102_34125664530552__07820a53cfa7478a91e9f079a26a06b7.jpg,24.666899,102.340055,24.665697552083333,102.34125664530552,102.34065582265276,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,230862.68505422695,2730606.135742529,48R,0,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_34125664530552__24_665697552083333__102_34245829061103__6557c86d1c5c4cde9e951b6ce14b43a0.jpg,24.666899,102.34125664530552,24.665697552083333,102.34245829061103,102.34185746795828,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,230984.3541133178,2730603.777804119,48R,1,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_34245829061103__24_665697552083333__102_34365993591655__d47438cbf2e64957afb167e5c08c6b95.jpg,24.666899,102.34245829061103,24.665697552083333,102.34365993591656,102.3430591132638,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,231106.02309473662,2730601.4209344597,48R,2,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_34365993591655__24_665697552083333__102_34486158122206__592cd4888b1a42628c85b559ac2437b8.jpg,24.666899,102.34365993591656,24.665697552083333,102.34486158122206,102.3442607585693,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,231227.6919985161,2730599.065133545,48R,3,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_34486158122206__24_665697552083333__102_34606322652758__506a5d11287247a8bc6b71aa681d0e7c.jpg,24.666899,102.34486158122206,24.665697552083333,102.34606322652758,102.34546240387482,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,231349.36082469375,2730596.7104013725,48R,4,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_34606322652758__24_665697552083333__102_34726487183309__1855ab4dc85c41989f198dc2e09cf22a.jpg,24.666899,102.34606322652758,24.665697552083333,102.34726487183308,102.34666404918032,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,231471.029573305,2730594.3567379373,48R,5,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_34726487183309__24_665697552083333__102_3484665171386__f9e51875998c4d659d808eef62f67f9a.jpg,24.666899,102.34726487183308,24.665697552083333,102.3484665171386,102.34786569448583,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,231592.69824438478,2730592.004143235,48R,6,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_3484665171386__24_665697552083333__102_34966816244412__fe77de134b574e249d65fe62a85b1a7e.jpg,24.666899,102.3484665171386,24.665697552083333,102.34966816244412,102.34906733979136,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,231714.36683797085,2730589.6526172613,48R,7,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_34966816244412__24_665697552083333__102_35086980774963__55b9b88bd3394c62bb9f36e99108d1e8.jpg,24.666899,102.34966816244412,24.665697552083333,102.35086980774965,102.35026898509687,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,231836.03535409586,2730587.302160012,48R,8,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_35086980774963__24_665697552083333__102_35207145305515__2e69b990176244828009271e1e92b040.jpg,24.666899,102.35086980774965,24.665697552083333,102.35207145305516,102.3514706304024,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,231957.70379279484,2730584.9527714844,48R,9,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_35207145305515__24_665697552083333__102_35327309836066__fe256733d67b42ec9cece3338c8ea6df.jpg,24.666899,102.35207145305516,24.665697552083333,102.35327309836066,102.3526722757079,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,232079.37215410045,2730582.604451673,48R,10,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_35327309836066__24_665697552083333__102_35447474366617__c0dcb96de06c44cca1132c05b548c761.jpg,24.666899,102.35327309836066,24.665697552083333,102.35447474366616,102.35387392101342,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,232201.0404380504,2730580.2572005736,48R,11,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_35447474366617__24_665697552083333__102_35567638897169__9177543bccd845dbbc3d10eec1acff17.jpg,24.666899,102.35447474366616,24.665697552083333,102.35567638897167,102.35507556631892,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,232322.70864467986,2730577.911018183,48R,12,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_35567638897169__24_665697552083333__102_3568780342772__fc688d9ab83b4ad1b09549d3125db6a4.jpg,24.666899,102.35567638897167,24.665697552083333,102.3568780342772,102.35627721162444,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,232444.37677402643,2730575.5659044962,48R,13,,,
/workspace/repos/datasets/train_thumbnails/Yunnan/patch__24_666899__102_3568780342772__24_665697552083333__102_35807967958272__377badc9cda6457b82d5c25f04b450e7.jpg,24.666899,102.3568780342772,24.665697552083333,102.35807967958272,102.35747885692996,24.666298276041665,448,448,Yunnan,visloc-Yunnan-05-satellite,232566.04482612025,2730573.2218595096,48R,14,,,
