img_path,LT_lat,LT_lon,RB_lat,RB_lon,lon,lat,patch_width,patch_height,region_name,friendly-name,e_utm,n_utm,zone_utm,place_id,uav_to_nearest_sat_m,uav_to_second_sat_m,nearest_sats_pair_distance_m
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35428933602106__119_8203458499943__32_35308767204213__119_82154750416049__d5a0b8e841af4497892fe4e91b85c336.jpg,32.35428933602106,119.8203458499943,32.35308767204213,119.82154750416048,119.8209466770774,32.353688504031595,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765471.7419720839,3583139.5119621377,50S,91,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35428933602106__119_82154750416049__32_35308767204213__119_82274915832669__c68803f1fb324347893f98250506193a.jpg,32.35428933602106,119.82154750416048,32.35308767204213,119.82274915832669,119.8221483312436,32.353688504031595,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765584.8657768292,3583142.4955884255,50S,92,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35308767204213__119_81794254166192__32_35188600806319__119_8191441958281__48a02c863ead4b77a43fc6682a63a0e5.jpg,32.35308767204213,119.81794254166192,32.35188600806319,119.8191441958281,119.818543368745,32.35248684005266,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765249.0057445008,3583000.276321765,50S,168,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35308767204213__119_8191441958281__32_35188600806319__119_8203458499943__2cb5fefe7a464ed7b2164fb6acc13226.jpg,32.35308767204213,119.8191441958281,32.35188600806319,119.8203458499943,119.8197450229112,32.35248684005266,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765362.1309497836,3583003.257340751,50S,169,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35308767204213__119_82154750416049__32_35188600806319__119_82274915832669__4a56b7a745004ac1ab750fff2aab5199.jpg,32.35308767204213,119.82154750416048,32.35188600806319,119.82274915832669,119.8221483312436,32.35248684005266,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765588.3815110133,3583009.2232008856,50S,171,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35308767204213__119_82274915832669__32_35188600806319__119_82395081249288__d196fce0581b42788ab100931e9d6d2d.jpg,32.35308767204213,119.82274915832669,32.35188600806319,119.82395081249288,119.82334998540978,32.35248684005266,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765701.5068670005,3583012.2080420423,50S,172,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35308767204213__119_82395081249288__32_35188600806319__119_82515246665906__4e31ee4d38d5475380af303e71154907.jpg,32.35308767204213,119.82395081249288,32.35188600806319,119.82515246665906,119.82455163957596,32.35248684005266,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765814.6322732684,3583015.194157264,50S,173,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35188600806319__119_81674088749573__32_35068434408425__119_81794254166192__2e5995951a7341fa943c05475b4af1f8.jpg,32.35188600806319,119.81674088749573,32.35068434408425,119.81794254166192,119.81734171457882,32.35128517607372,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765139.3902029719,3582864.024445182,50S,246,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35188600806319__119_8203458499943__32_35068434408425__119_82154750416049__ab289c25a69e4f42afc10eaefeeda80f.jpg,32.35188600806319,119.8203458499943,32.35068434408425,119.82154750416048,119.8209466770774,32.35128517607372,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765478.7703216209,3582872.967324705,50S,249,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-1/patch__32_35188600806319__119_82395081249288__32_35068434408425__119_82515246665906__4a5766dfd906463b8cfff8283087803a.jpg,32.35188600806319,119.82395081249288,32.35068434408425,119.82515246665906,119.82455163957596,32.35128517607372,448,448,Taizhou-1,visloc-Taizhou-1-03-satellite,765818.1508924365,3582881.9216705123,50S,252,,,
