img_path,LT_lat,LT_lon,RB_lat,RB_lon,lon,lat,patch_width,patch_height,region_name,friendly-name,e_utm,n_utm,zone_utm,place_id,uav_to_nearest_sat_m,uav_to_second_sat_m,nearest_sats_pair_distance_m
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_772863358269188__115_99226440699816__29_771661716538375__115_99346604072028__e76102b3ef5745c1ab82860b58165eb5.jpg,29.772863358269188,115.99226440699816,29.77166171653837,115.99346604072028,115.9928652238592,29.772262537403783,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402640.5996261841,3293975.5532164956,50R,40,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_771661716538375__115_99226440699816__29_770460074807563__115_99346604072028__3ff326eaf96842c9b4eaa6cd1934964b.jpg,29.77166171653837,115.99226440699816,29.770460074807563,115.99346604072028,115.9928652238592,29.771060895672967,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402639.43728318886,3293842.395684075,50R,62,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_770460074807563__115_99226440699816__29_76925843307675__115_99346604072028__36e67268c6ff4cd2920298dbac00c406.jpg,29.770460074807563,115.99226440699816,29.76925843307675,115.99346604072028,115.9928652238592,29.76985925394216,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402638.2749830128,3293709.2381751216,50R,84,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_76925843307675__115_9886595058318__29_768056791345938__115_98986113955392__fa5d336ccd8c446e819d85931942060c.jpg,29.76925843307675,115.9886595058318,29.768056791345938,115.98986113955392,115.98926032269289,29.768657612211346,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402288.59715707635,3293579.1280769515,50R,103,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_76925843307675__115_99106277327604__29_768056791345938__115_99226440699816__76b75e6564e6480db3697c2c1f7fccb3.jpg,29.76925843307675,115.99106277327604,29.768056791345938,115.99226440699816,115.99166359013712,29.768657612211346,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402520.9408913745,3293577.0952751585,50R,105,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_76925843307675__115_99226440699816__29_768056791345938__115_99346604072028__8aba7ae5f5b54b59bbaf7937ff8e5efd.jpg,29.76925843307675,115.99226440699816,29.768056791345938,115.99346604072028,115.9928652238592,29.768657612211346,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402637.11272565636,3293576.080689632,50R,106,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_768056791345938__115_9886595058318__29_766855149615125__115_98986113955392__d0061fc383be4708916ca6db1a2a125b.jpg,29.768056791345938,115.9886595058318,29.766855149615125,115.98986113955392,115.98926032269289,29.767455970480533,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402287.4307810205,3293445.970539574,50R,125,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_768056791345938__115_99106277327604__29_766855149615125__115_99226440699816__cae4d06b7cb5426ea9c81dfec0935979.jpg,29.768056791345938,115.99106277327604,29.766855149615125,115.99226440699816,115.99166359013712,29.767455970480533,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402519.77728966676,3293443.9377880455,50R,127,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_768056791345938__115_99226440699816__29_766855149615125__115_99346604072028__65e96dc42c784a24931463d06b239c27.jpg,29.768056791345938,115.99226440699816,29.766855149615125,115.99346604072028,115.9928652238592,29.767455970480533,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402635.95051112,3293442.923227606,50R,128,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_766855149615125__115_98505460466545__29_765653507884313__115_98625623838757__d592440c62954bb49c8549cd213100b2.jpg,29.766855149615125,115.98505460466544,29.765653507884316,115.98625623838755,115.9856554215265,29.76625432874972,448,448,Changjiang-20,visloc-Changjiang-20-satellite,401937.7403588705,3293315.87115397,50R,144,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_766855149615125__115_98625623838757__29_765653507884313__115_98745787210969__5688aace62734835b25ef8c6c846c992.jpg,29.766855149615125,115.98625623838755,29.765653507884316,115.98745787210969,115.98685705524863,29.76625432874972,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402053.91507722525,3293314.8505676724,50R,145,,,
/workspace/repos/datasets/train_thumbnails/Changjiang-20/patch__29_766855149615125__115_9886595058318__29_765653507884313__115_98986113955392__ffe5784e79d147aba5b7d1e402e3c11e.jpg,29.766855149615125,115.9886595058318,29.765653507884316,115.98986113955392,115.98926032269289,29.76625432874972,448,448,Changjiang-20,visloc-Changjiang-20-satellite,402286.26444793853,3293312.8130256543,50R,147,,,
