img_path,LT_lat,LT_lon,RB_lat,RB_lon,lon,lat,patch_width,patch_height,region_name,friendly-name,e_utm,n_utm,zone_utm,place_id,uav_to_nearest_sat_m,uav_to_second_sat_m,nearest_sats_pair_distance_m
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_2516327473443__119_92640761642625__32_250431121016454__119_92760924092191__7be4a1649387423a99beeb1db88f075f.jpg,32.2516327473443,119.92640761642625,32.250431121016454,119.92760924092192,119.92700842867409,32.251031934180375,448,448,Taizhou-6,visloc-Taizhou-6-satellite,775767.6966969939,3572022.0969954724,50S,99,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_2516327473443__119_92881086541756__32_250431121016454__119_93001248991322__a3b27c3cf575424d84c2b45746af848c.jpg,32.2516327473443,119.92881086541756,32.250431121016454,119.93001248991322,119.9294116776654,32.251031934180375,448,448,Taizhou-6,visloc-Taizhou-6-satellite,775994.2039757711,3572028.2797792736,50S,101,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_250431121016454__119_92280274293925__32_249229494688606__119_92400436743492__570be38f98a441dca085d76a187bef2a.jpg,32.250431121016454,119.92280274293924,32.249229494688606,119.92400436743492,119.9234035551871,32.249830307852534,448,448,Taizhou-6,visloc-Taizhou-6-satellite,775431.5679390042,3571879.5606773207,50S,137,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_250431121016454__119_92640761642625__32_249229494688606__119_92760924092191__9a920405fea3451b8db52b533742614f.jpg,32.250431121016454,119.92640761642625,32.249229494688606,119.92760924092192,119.92700842867409,32.249830307852534,448,448,Taizhou-6,visloc-Taizhou-6-satellite,775771.3329542718,3571888.8251256635,50S,140,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_250431121016454__119_92881086541756__32_249229494688606__119_93001248991322__ea08833f0b9a4a2db52074063122c3f1.jpg,32.250431121016454,119.92881086541756,32.249229494688606,119.93001248991322,119.9294116776654,32.249830307852534,448,448,Taizhou-6,visloc-Taizhou-6-satellite,775997.8432272747,3571895.0077856923,50S,142,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_249229494688606__119_92039949394794__32_24802786836076__119_9216011184436__109e8f141fa24e25ae209f6b8fc1f97a.jpg,32.249229494688606,119.92039949394794,32.24802786836076,119.9216011184436,119.92100030619577,32.24862868152468,448,448,Taizhou-6,visloc-Taizhou-6-satellite,775208.6868420786,3571740.1191974706,50S,176,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_249229494688606__119_92400436743492__32_24802786836076__119_92520599193058__4ebe63652927476ba5f267a62aa70416.jpg,32.249229494688606,119.92400436743492,32.24802786836076,119.92520599193058,119.92460517968274,32.24862868152468,448,448,Taizhou-6,visloc-Taizhou-6-satellite,775548.4560333535,3571749.375827179,50S,179,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_249229494688606__119_92640761642625__32_24802786836076__119_92760924092191__fe50724a77f84f09ace6216e0f696689.jpg,32.249229494688606,119.92640761642625,32.24802786836076,119.92760924092192,119.92700842867409,32.24862868152468,448,448,Taizhou-6,visloc-Taizhou-6-satellite,775774.9690901748,3571755.553274613,50S,181,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_249229494688606__119_93001248991322__32_24802786836076__119_93121411440889__d13baded87b149f3973308582c6736f9.jpg,32.249229494688606,119.93001248991322,32.24802786836076,119.93121411440887,119.93061330216103,32.24862868152468,448,448,Taizhou-6,visloc-Taizhou-6-satellite,776114.7390697876,3571764.828987297,50S,184,,,
/workspace/repos/datasets/train_thumbnails/Taizhou-6/patch__32_24802786836076__119_92039949394794__32_24682624203291__119_9216011184436__a554748c21144eef838d6c8c70845a2a.jpg,32.24802786836076,119.92039949394794,32.24682624203291,119.9216011184436,119.92100030619577,32.24742705519684,448,448,Taizhou-6,visloc-Taizhou-6-satellite,775212.3153716318,3571606.847674221,50S,217,,,
